ï»¿createdAt,fullText,author/id,author/location,text_preprocessing1,text_preprocessing_no_punctuation,text_no_stopwords,text_lemmatized
2/4/25,"US President Donald Trump signed an aggressive âReciprocal Tariffâ policy on Wednesday, escalating tensions and increasing the likelihood of a trade war that could slow global economic growth.

https://t.co/llOKd33yDE",1615328066129252354,,"US President Donald Trump signed an aggressive Reciprocal Tariff policy on Wednesday, escalating tensions and increasing the likelihood of a trade war that could slow global economic growth.

","us president donald trump signed an aggressive reciprocal tariff policy on wednesday escalating tensions and increasing the likelihood of a trade war that could slow global economic growth

",president donald trump signed aggressive reciprocal tariff policy wednesday escalating tensions increasing likelihood trade war slow global economic growth,president donald trump sign aggressive reciprocal tariff policy wednesday escalate tension increase likelihood trade war slow global economic growth
2/4/25,"Trump probably didnât want to tariff ruzzia because heâd hate to cut down on the imports of ruzzian disinformation and propaganda.

Thatâs the main thing the U.S. imports from that  hole.",1708536617571360768,,"Trump probably didnt want to tariff ruzzia because hed hate to cut down on the imports of ruzzian disinformation and propaganda.

Thats the main thing the U.S. imports from that  hole.","trump probably didnt want to tariff ruzzia because hed hate to cut down on the imports of ruzzian disinformation and propaganda

thats the main thing the us imports from that  hole",trump probably didnt want tariff ruzzia hed hate cut imports ruzzian disinformation propaganda thats main thing imports hole,trump probably didnt want tariff ruzzia hed hate cut import ruzzian disinformation propaganda thats main thing import hole
2/4/25,Asia stocks tread water before key Trump tariff announcement - https://t.co/ekFIxaSaHs - https://t.co/wo2dNpn2c6 https://t.co/VmtukU5rJG,1831234407602282496,Paris FRANCE,Asia stocks tread water before key Trump tariff announcement -  -  ,asia stocks tread water before key trump tariff announcement     ,asia stocks tread water key trump tariff announcement,asia stock tread water key trump tariff announcement
2/4/25,Trump should tariff tornadoes,105148135,Cincinnati,Trump should tariff tornadoes,trump should tariff tornadoes,trump tariff tornadoes,trump tariff tornado
2/4/25,"@SeniaVJ @FormerlyCBM The only way theyâll drop their tariffs on us is if we drop ours on them. If that happens, how will Trump use the nonexistent tariff revenue to pay for all the things he said it would pay for?",243200021,"Arizona, USA","  The only way theyll drop their tariffs on us is if we drop ours on them. If that happens, how will Trump use the nonexistent tariff revenue to pay for all the things he said it would pay for?",  the only way theyll drop their tariffs on us is if we drop ours on them if that happens how will trump use the nonexistent tariff revenue to pay for all the things he said it would pay for,way theyll drop tariffs drop happens trump use nonexistent tariff revenue pay things said pay,way theyll drop tariff drop happen trump use nonexistent tariff revenue pay thing say pay
2/4/25,"Although the #Netanyahu government eliminated tariffs on the US yesterday, #Trump is now imposing a 17% tariff. 
White House Official: ""Israel has stolen a significant amount of US intellectual property in the pharmaceutical sector.",1591066383667830784,,"Although the  government eliminated tariffs on the US yesterday,  is now imposing a % tariff. 
White House Official: ""Israel has stolen a significant amount of US intellectual property in the pharmaceutical sector.","although the  government eliminated tariffs on the us yesterday  is now imposing a  tariff 
white house official israel has stolen a significant amount of us intellectual property in the pharmaceutical sector",government eliminated tariffs yesterday imposing tariff white house official israel stolen significant intellectual property pharmaceutical sector,government eliminate tariff yesterday impose tariff white house official israel steal significant intellectual property pharmaceutical sector
2/4/25,"Orange man announces reciprocal tariff of 10% on Aus - my portfolio goes up 7.5%

Trump is more likely to make me better off than Alco Albo or Dud Dutton. 

In 2016, I needed a new vacuum cleaner but I was short on dinero - bet $300 on Trump at $5 and bought the fanciest Dyson at",1887155471938994176,"Sydney, New South Wales","Orange man announces reciprocal tariff of % on Aus - my portfolio goes up .%

Trump is more likely to make me better off than Alco Albo or Dud Dutton. 

In , I needed a new vacuum cleaner but I was short on dinero - bet $ on Trump at $ and bought the fanciest Dyson at","orange man announces reciprocal tariff of  on aus  my portfolio goes up 

trump is more likely to make me better off than alco albo or dud dutton 

in  i needed a new vacuum cleaner but i was short on dinero  bet  on trump at  and bought the fanciest dyson at",orange man announces reciprocal tariff aus portfolio goes trump likely make better alco albo dud dutton needed new vacuum cleaner short dinero bet trump bought fanciest dyson,orange man announce reciprocal tariff au portfolio go trump likely make good alco albo dud dutton need new vacuum clean short dinero bet trump buy fancy dyson
2/4/25,"@brianlilley Trump has left all CUSMA protected products off the tariff list. The Liberals have no answers for Canadians on affordability, safety, taxes, housing.",1484147016863141889,," Trump has left all CUSMA protected products off the tariff list. The Liberals have no answers for Canadians on affordability, safety, taxes, housing.", trump has left all cusma protected products off the tariff list the liberals have no answers for canadians on affordability safety taxes housing,trump left cusma protected products tariff list liberals answers canadians affordability safety taxes housing,trump leave cusma protect product tariff list liberal answer canadians affordability safety tax housing
2/4/25,@_johnnymaga True but it does also give Trump room to ratchet up pressure (and tariff amount) if these countries refuse to come to the table.,74351284,"Los Angeles, CA", True but it does also give Trump room to ratchet up pressure (and tariff amount) if these countries refuse to come to the table., true but it does also give trump room to ratchet up pressure and tariff amount if these countries refuse to come to the table,true does trump room ratchet pressure tariff countries refuse come table,true do trump room ratchet pressure tariff country refuse come table
2/4/25,"Crypto Carnage: $509M Wiped Out Post-Trump Tariff Bombshell as BTC, ETH, SOL Spiral
https://t.co/lgeS7P57a8",1631985808591712258,,"Crypto Carnage: $M Wiped Out Post-Trump Tariff Bombshell as BTC, ETH, SOL Spiral
","crypto carnage m wiped out posttrump tariff bombshell as btc eth sol spiral
",crypto carnage m wiped posttrump tariff bombshell btc eth sol spiral,crypto carnage m wipe posttrump tariff bombshell btc eth sol spiral
2/4/25,I honestly cant believe Trump staffers were looking at this tariff chart since 6am and no one said how insane this is,1311445498394537984,,I honestly cant believe Trump staffers were looking at this tariff chart since am and no one said how insane this is,i honestly cant believe trump staffers were looking at this tariff chart since am and no one said how insane this is,honestly believe trump staffers looking tariff chart said insane,honestly believe trump staffer look tariff chart say insane
2/4/25,"@RpsAgainstTrump Every American will be living their next four years under Donald J Trumps tariff's, you will see the same amount of cars being built in America &amp; nothing else change , its all a clown show for Trump &amp; these other countries will be the ones who benefit when Trump is gone for good. https://t.co/d6pu5xJBVl",2697388393,," Every American will be living their next four years under Donald J Trumps tariff's, you will see the same amount of cars being built in America &amp; nothing else change , its all a clown show for Trump &amp; these other countries will be the ones who benefit when Trump is gone for good. ", every american will be living their next four years under donald j trumps tariffs you will see the same amount of cars being built in america amp nothing else change  its all a clown show for trump amp these other countries will be the ones who benefit when trump is gone for good ,american living years donald j trumps tariffs cars built america amp change clown trump amp countries ones benefit trump gone good,american living year donald j trump tariff car build america amp change clown trump amp country one benefit trump go good
2/4/25,"BREAKING: Trump just dropped his âDeclaration of Economic Independenceâ at the Make America Wealthy Again event â and weâve got the full breakdown.
Tariffs, trade, and the 2024 twist you didnât see coming.
Listen now: https://t.co/0DjmXJGkW2
#RantingPolitics #Trump #Economy",1617679327839109121,,"BREAKING: Trump just dropped his Declaration of Economic Independence at the Make America Wealthy Again event  and weve got the full breakdown.
Tariffs, trade, and the  twist you didnt see coming.
Listen now: 
  ","breaking trump just dropped his declaration of economic independence at the make america wealthy again event  and weve got the full breakdown
tariffs trade and the  twist you didnt see coming
listen now 
  ",breaking trump just dropped declaration economic independence make america wealthy event weve got breakdown tariffs trade twist didnt coming listen,break trump just drop declaration economic independence make america wealthy event weve get breakdown tariff trade twist didnt come listen
